1.34, 1.38, 1.13
1.34, 1.38, 1.13
1.32, 1.38, 1.13
1.29, 1.37, 1.13
1.29, 1.37, 1.13
1.27, 1.36, 1.13
1.27, 1.36, 1.13
1.25, 1.36, 1.13
1.31, 1.37, 1.14
1.31, 1.37, 1.14
1.28, 1.36, 1.14
1.28, 1.36, 1.14
1.26, 1.36, 1.14
1.24, 1.35, 1.14
1.24, 1.35, 1.14
1.3, 1.36, 1.14
1.3, 1.36, 1.14
1.36, 1.37, 1.14
1.41, 1.38, 1.15
1.41, 1.38, 1.15
1.46, 1.39, 1.15
1.46, 1.39, 1.15
1.5, 1.4, 1.16
1.62, 1.43, 1.17
1.62, 1.43, 1.17
1.65, 1.44, 1.17
1.65, 1.44, 1.17
1.68, 1.45, 1.18
1.7, 1.46, 1.18
1.7, 1.46, 1.18
1.65, 1.45, 1.18
1.65, 1.45, 1.18
1.6, 1.44, 1.18
1.55, 1.43, 1.18
1.55, 1.43, 1.18
1.5, 1.43, 1.18
1.5, 1.43, 1.18
1.46, 1.42, 1.18
1.43, 1.41, 1.17
1.43, 1.41, 1.17
1.39, 1.41, 1.17
1.39, 1.41, 1.17
1.36, 1.4, 1.17
1.33, 1.39, 1.17
1.33, 1.39, 1.17
1.31, 1.39, 1.17
1.31, 1.39, 1.17
1.28, 1.38, 1.17
1.26, 1.37, 1.17
1.26, 1.37, 1.17
1.32, 1.38, 1.17
1.32, 1.38, 1.17
1.29, 1.38, 1.17
1.27, 1.37, 1.17
1.27, 1.37, 1.17
1.25, 1.36, 1.17
1.25, 1.36, 1.17
1.31, 1.38, 1.17
1.28, 1.37, 1.17
1.28, 1.37, 1.17
1.26, 1.36, 1.17
1.26, 1.36, 1.17
1.24, 1.36, 1.17
1.22, 1.35, 1.17
1.22, 1.35, 1.17
1.2, 1.35, 1.17
1.2, 1.35, 1.17
1.27, 1.36, 1.17
1.25, 1.35, 1.17
1.25, 1.35, 1.17
1.23, 1.34, 1.17
1.23, 1.34, 1.17
1.21, 1.34, 1.17
1.19, 1.33, 1.17
1.19, 1.33, 1.17
1.18, 1.33, 1.17
1.18, 1.33, 1.17
1.24, 1.34, 1.17
1.22, 1.33, 1.17
1.22, 1.33, 1.17
1.2, 1.33, 1.17
1.2, 1.33, 1.17
1.19, 1.32, 1.17
1.25, 1.33, 1.18
1.25, 1.33, 1.18
1.23, 1.33, 1.17
1.23, 1.33, 1.17
1.29, 1.34, 1.18
1.27, 1.33, 1.18
1.27, 1.33, 1.18
1.25, 1.33, 1.18
1.25, 1.33, 1.18
1.31, 1.34, 1.18
1.28, 1.33, 1.18
1.28, 1.33, 1.18
1.26, 1.33, 1.18
1.26, 1.33, 1.18
1.24, 1.32, 1.18
1.38, 1.35, 1.19
1.38, 1.35, 1.19
1.35, 1.34, 1.19
1.35, 1.34, 1.19
1.4, 1.35, 1.19
1.37, 1.35, 1.19
1.37, 1.35, 1.19
1.34, 1.34, 1.19
1.34, 1.34, 1.19
1.31, 1.34, 1.19
1.29, 1.33, 1.19
1.29, 1.33, 1.19
1.27, 1.33, 1.19
1.27, 1.33, 1.19
1.32, 1.34, 1.19
1.3, 1.33, 1.19
1.3, 1.33, 1.19
1.27, 1.33, 1.19
1.27, 1.33, 1.19
1.25, 1.32, 1.19
1.31, 1.33, 1.19
1.31, 1.33, 1.19
1.29, 1.33, 1.19
1.29, 1.33, 1.19
1.26, 1.32, 1.19
1.24, 1.32, 1.19
1.24, 1.32, 1.19
1.3, 1.33, 1.19
1.3, 1.33, 1.19
1.28, 1.32, 1.19
1.34, 1.33, 1.2
1.34, 1.33, 1.2
1.31, 1.33, 1.2
1.31, 1.33, 1.2
1.37, 1.34, 1.2
1.42, 1.35, 1.2
1.42, 1.35, 1.2
1.38, 1.34, 1.2
1.38, 1.34, 1.2
1.35, 1.34, 1.2
1.32, 1.33, 1.2
1.32, 1.33, 1.2
1.3, 1.33, 1.2
1.3, 1.33, 1.2
1.27, 1.32, 1.2
1.25, 1.32, 1.2
1.25, 1.32, 1.2
1.23, 1.31, 1.2
1.23, 1.31, 1.2
1.21, 1.31, 1.2
1.2, 1.3, 1.2
1.2, 1.3, 1.2
1.26, 1.31, 1.2
1.26, 1.31, 1.2
1.24, 1.31, 1.2
1.22, 1.3, 1.2
1.22, 1.3, 1.2
1.2, 1.3, 1.2
1.2, 1.3, 1.2
1.19, 1.29, 1.2
1.17, 1.29, 1.2
1.17, 1.29, 1.2
1.16, 1.28, 1.19
1.16, 1.28, 1.19
1.15, 1.28, 1.19
1.13, 1.27, 1.19
1.13, 1.27, 1.19
1.2, 1.29, 1.2
1.2, 1.29, 1.2
1.19, 1.28, 1.2
1.25, 1.29, 1.2
1.25, 1.29, 1.2
1.23, 1.29, 1.2
1.23, 1.29, 1.2
1.37, 1.32, 1.21
1.42, 1.33, 1.21
1.42, 1.33, 1.21
1.47, 1.34, 1.22
1.47, 1.34, 1.22
1.43, 1.33, 1.22
1.4, 1.33, 1.22
1.4, 1.33, 1.22
1.37, 1.32, 1.22
1.37, 1.32, 1.22
1.34, 1.32, 1.21
1.31, 1.31, 1.21
1.31, 1.31, 1.21
1.29, 1.31, 1.21
1.29, 1.31, 1.21
1.26, 1.3, 1.21
1.24, 1.3, 1.21
1.24, 1.3, 1.21
1.22, 1.29, 1.21
1.22, 1.39, 1.28
1.28, 1.4, 1.29
1.28, 1.4, 1.29
1.26, 1.39, 1.29
1.24, 1.38, 1.29
1.24, 1.38, 1.29
1.22, 1.38, 1.28
1.22, 1.38, 1.28
1.28, 1.39, 1.29
1.26, 1.38, 1.29
1.26, 1.38, 1.29
1.24, 1.38, 1.29
1.24, 1.38, 1.29
1.22, 1.37, 1.28
1.2, 1.36, 1.28
1.2, 1.36, 1.28
1.19, 1.36, 1.28
1.19, 1.36, 1.28
1.17, 1.35, 1.28
1.16, 1.35, 1.28
1.16, 1.35, 1.28
1.14, 1.34, 1.28
1.14, 1.34, 1.28
1.21, 1.35, 1.28
1.2, 1.34, 1.28
1.2, 1.34, 1.28
1.18, 1.34, 1.28
1.18, 1.34, 1.28
1.33, 1.37, 1.29
1.3, 1.36, 1.29
1.3, 1.36, 1.29
1.28, 1.35, 1.28
1.28, 1.35, 1.28
1.25, 1.35, 1.28
1.23, 1.34, 1.28
1.23, 1.34, 1.28
1.21, 1.34, 1.28
1.21, 1.34, 1.28
1.36, 1.36, 1.29
1.33, 1.36, 1.29
1.33, 1.36, 1.29
1.3, 1.35, 1.29
1.3, 1.35, 1.29
1.28, 1.35, 1.28
1.26, 1.34, 1.28
1.26, 1.34, 1.28
1.24, 1.34, 1.28
1.24, 1.34, 1.28
1.22, 1.33, 1.28
1.2, 1.32, 1.28
1.2, 1.32, 1.28
1.26, 1.34, 1.28
1.26, 1.34, 1.28
1.24, 1.33, 1.28
1.3, 1.34, 1.28
1.3, 1.34, 1.28
1.28, 1.34, 1.28
1.28, 1.34, 1.28
1.26, 1.33, 1.28
1.24, 1.33, 1.28
1.24, 1.33, 1.28
1.38, 1.35, 1.29
1.38, 1.35, 1.29
1.75, 1.43, 1.31
2.01, 1.49, 1.33
2.01, 1.49, 1.33
2.01, 1.5, 1.34
2.01, 1.5, 1.34
2.01, 1.51, 1.34
1.93, 1.5, 1.34
1.93, 1.5, 1.34
1.85, 1.49, 1.34
1.85, 1.49, 1.34
1.78, 1.48, 1.34
1.72, 1.47, 1.33
1.72, 1.47, 1.33
1.66, 1.47, 1.33
1.66, 1.47, 1.33
1.69, 1.47, 1.34
1.63, 1.47, 1.33
1.63, 1.47, 1.33
1.82, 1.51, 1.35
1.82, 1.51, 1.35
1.76, 1.5, 1.35
1.7, 1.49, 1.34
1.7, 1.49, 1.34
1.64, 1.48, 1.34
1.64, 1.48, 1.34
1.59, 1.48, 1.34
1.62, 1.48, 1.34
1.62, 1.48, 1.34
1.57, 1.48, 1.34
1.57, 1.48, 1.34
1.53, 1.47, 1.34
1.49, 1.46, 1.34
1.49, 1.46, 1.34
1.45, 1.45, 1.34
1.45, 1.45, 1.34
1.41, 1.45, 1.33
1.38, 1.44, 1.33
1.38, 1.44, 1.33
1.35, 1.43, 1.33
1.35, 1.43, 1.33
1.32, 1.42, 1.33
1.29, 1.42, 1.33
1.29, 1.42, 1.33
1.27, 1.41, 1.32
1.27, 1.41, 1.32
1.25, 1.4, 1.32
1.23, 1.4, 1.32
1.23, 1.4, 1.32
1.21, 1.39, 1.32
1.21, 1.39, 1.32
1.19, 1.38, 1.32
1.18, 1.38, 1.31
1.18, 1.38, 1.31
1.16, 1.37, 1.31
1.16, 1.37, 1.31
1.15, 1.36, 1.31
1.14, 1.36, 1.31
1.14, 1.36, 1.31
1.13, 1.35, 1.31
1.13, 1.35, 1.31
1.12, 1.35, 1.31
1.11, 1.34, 1.31
1.11, 1.34, 1.31
1.1, 1.34, 1.3
1.1, 1.34, 1.3
1.09, 1.33, 1.3
1.08, 1.32, 1.3
1.08, 1.32, 1.3
1.08, 1.32, 1.3
1.08, 1.32, 1.3
1.15, 1.33, 1.3
1.14, 1.33, 1.3
1.14, 1.33, 1.3
1.13, 1.32, 1.3
1.13, 1.32, 1.3
1.12, 1.31, 1.3
1.11, 1.31, 1.3
1.11, 1.31, 1.3
1.1, 1.3, 1.3
1.1, 1.3, 1.3
1.09, 1.3, 1.3
1.08, 1.29, 1.29
1.08, 1.29, 1.29
1.08, 1.29, 1.29
1.08, 1.29, 1.29
1.07, 1.28, 1.29
1.06, 1.28, 1.29
1.06, 1.28, 1.29
1.06, 1.27, 1.29
1.06, 1.27, 1.29
1.21, 1.3, 1.3
1.28, 1.32, 1.3
1.28, 1.32, 1.3
1.26, 1.31, 1.3
1.26, 1.31, 1.3
1.31, 1.32, 1.3
1.29, 1.32, 1.3
1.29, 1.32, 1.3
1.27, 1.31, 1.3
1.27, 1.31, 1.3
1.25, 1.31, 1.3
1.23, 1.3, 1.3
1.23, 1.3, 1.3
1.21, 1.3, 1.3
1.21, 1.3, 1.3
1.19, 1.29, 1.29
1.18, 1.29, 1.29
1.18, 1.29, 1.29
1.16, 1.28, 1.29
1.16, 1.28, 1.29
1.15, 1.28, 1.29
1.3, 1.3, 1.3
1.3, 1.3, 1.3
1.27, 1.3, 1.3
1.27, 1.3, 1.3
1.25, 1.29, 1.3
1.23, 1.29, 1.3
1.23, 1.29, 1.3
1.21, 1.29, 1.29
1.21, 1.29, 1.29
1.2, 1.28, 1.29
1.18, 1.28, 1.29
1.18, 1.28, 1.29
1.17, 1.27, 1.29
1.17, 1.27, 1.29
1.15, 1.27, 1.29
1.14, 1.26, 1.29
1.14, 1.26, 1.29
1.13, 1.26, 1.29
1.13, 1.26, 1.29
1.12, 1.25, 1.28
1.11, 1.25, 1.28
1.11, 1.25, 1.28
1.1, 1.25, 1.28
1.1, 1.25, 1.28
1.09, 1.24, 1.28
